,30Å`34,13875,8457,6755,5162,4293,3704,3226,2496,1774,1832,1847,2037,1660,1322,1225,1128,1100,1049
,35Å`39,14043,8435,7369,6352,5772,4673,4160,4017,3102,2426,2425,2554,2688,2164,1947,1913,1675,1655
,40Å`44,13655,9895,8129,7628,7622,6816,5612,5650,5542,4578,3639,3432,3533,3616,3556,3430,3314,3095
,45Å`49,14775,11717,11511,9932,9887,9306,8525,7644,7510,8520,6595,5177,4966,4976,4884,5037,5077,5244
,50Å`54,17072,14773,14327,13839,12567,12367,11832,11504,10097,11041,11740,9418,7376,6887,6879,6956,6716,6909
,55Å`59,19730,17855,18466,17653,17752,15294,15020,14828,14616,14241,14144,15346,12192,10040,9276,9268,9021,9072
,60Å`64,26324,22238,23697,23945,23879,22188,19673,19961,19986,21122,18466,18855,19941,17741,16078,14763,13802,13345
,65Å`69,34783,30044,30218,31968,33104,30512,29753,26490,27267,29261,28096,25568,25619,26125,26864,28433,28190,26437
,70Å`74,41670,38691,40877,40016,43854,43244,42170,40891,38076,41516,40115,40627,36778,37566,37413,35301,34873,36723
,75Å`79,36421,41438,47574,49023,49431,53135,56151,55657,58203,56924,57053,60024,60415,57722,56504,55920,56220,57120
,80Å`84,25742,29308,41413,46037,47057,51149,59182,64448,71633,79939,73527,84683,91456,95428,95701,95808,96280,95529
,85Å`89,11858,14683,21208,28019,30406,34948,40930,51602,65497,77868,86250,95275,117382,132772,135454,136057,140310,143303
,90Å`94,3451,4062,6546,8980,11662,13987,18333,23050,34900,47334,60083,84983,102760,127466,132587,138661,145056,150857
,95Å`99,496,648,984,1359,1961,2806,3889,5645,8808,14176,21588,37678,57538,65097,70814,74687,81252,85428
,100Å`,39,58,76,81,164,281,397,633,1202,2141,3814,7842,14653,20022,21082,22415,23720,24298
,Not stated,103,6,5,5,81,55,52,69,69,93,99,109,128,101,97,90,94,93
Death rates Total,Total,1087.6,776.8,756.4,712.7,691.4,631.2,621.4,625.5,668.4,741.9,765.6,858.8,947.1,1014.9,1029.8,1046.4,1075.5,1096.8
,0Å`4Years,1989.2,1074.8,824.7,523.4,375.9,260.5,192.7,145.3,123.4,118.3,89.9,73.9,64.4,55.9,54.5,53.5,50.8,50.2
,5Å`9,207.7,129,89.2,57.8,47,36.1,27.8,21.1,18.5,19,12.3,11.1,8.6,8.7,8.6,7.5,6.8,7.1
,10Å`14,117.4,68.9,50.3,39.4,33.7,24.9,18.3,16.5,14.6,15.9,11.4,9.8,9.4,8.8,8.4,8.1,8.1,8.7
,15Å`19,247.7,127.4,105.6,68,77,60.2,49.2,47.2,43.7,39.6,32.2,27.6,23.6,20.3,20.4,19.6,19.7,19.7
,20Å`24,464.3,230.7,174.8,114.7,98,81.4,62.3,57.1,55,52.1,48.6,46.9,43.7,38.7,35.7,35.3,34.2,33.6
,25Å`29,532,254.6,191.7,133.5,114.8,82.6,69.9,60.9,53.6,53.4,50,51.5,48,44.5,41.6,40.5,38,37.6
,30Å`34,507.8,272.3,207.2,162.9,137.6,106.5,81.9,74.5,65.3,64.4,65,62,58.9,53.5,49.4,47.7,47.3,46.5
,35Å`39,558.1,321.6,257,214.7,197.3,152.9,125.3,104.2,95.6,88.7,88.3,86.9,78,69.1,65.6,65.5,61.8,61.6
,40Å`44,654.3,419.4,347.2,292.8,280,241.6,194.4,175.6,144.2,143.7,136,128.5,117.5,104.4,100.9,97,95,93.4
,45Å`49,847,617.2,533.1,458,396.4,354.8,324.2,277.1,241.7,228.9,223.1,205.9,182.4,161.9,157.1,152.6,150.8,147.3
,50Å`54,1191.6,936.3,837.2,713.4,619.2,510.8,476.6,455.6,375,371.5,344.9,331.3,289.3,258.1,249.3,250.4,237.4,236.9
,55Å`59,1761.9,1403.6,1335.4,1147.9,1010.2,802.9,680.7,654.3,616.3,565.3,528.7,484.9,454.3,400,382.1,379.8,366.9,362.5
,60Å`64,2663,2229.4,2111.3,1922.6,1670.1,1297.2,1100.4,948.7,931.3,917.4,786.9,730.1,657.4,642.5,615.1,595.9,580.5,576.3
,65Å`69,4281.7,3556.2,3438.7,3161.2,2866.4,2230.4,1865.8,1554,1373.7,1397.9,1255.8,1088.9,1009.5,935.5,909.2,915,936.8,927.3
,70Å`74,6561.2,5756.7,5710.5,5297.3,4800,3931.4,3297.9,2717.5,2357.4,2191.5,1978.4,1821.1,1577.8,1455.3,1474.9,1462.8,1415.4,1397.5
,75Å`79,9779.7,8831.6,9461.2,8927.2,8019.4,6712.6,5911.1,4980.5,4230.4,3827.8,3164.6,3029.1,2730.8,2510.9,2424.7,2354.6,2321.7,2292.5
,80Å`84,15501.3,13110.6,14655.5,14918.1,12872.9,11461.4,10106.8,8540.5,7618.5,6882,5635.6,5109.4,4841.7,4553.1,4438.6,4333.1,4286.4,4223.8
,85Å`89,23025.1,19985.6,21106.1,21656.2,20498.4,18042,16440.8,14725.6,13341.6,11847.5,9735.1,8947,8473.8,8177.1,8138.4,7977.6,7972.5,7893.2
,90Å`94,35029,29973.2,32823.8,28683.1,28872.3,29126.2,27253.3,23364.8,23067.3,21468.2,17836.3,15167.7,14806.4,14295.4,14503.4,14199.8,14149.8,14042.8
,95Å`99,...,...,...,...,...,...,...,...,...,...,...,23894.8,25328.8,23965.2,25150.2,25122.3,25767.8,24876.8
,100Å`,...,...,...,...,...,...,...,...,...,...,...,37771.1,39892,39020,40204.4,40663.1,41503,41049.3
Deaths rates Male,Total,1144.5,832.7,822.9,785,766.6,690.4,682.9,690.6,736.5,822.9,855.3,949.4,1029.2,1081.8,1092.6,1108.9,1138.5,1156.5
,0Å`4Years,2068.5,1136.2,902.8,587.6,425.8,292.6,215.6,158.8,136.6,129,97.7,80.6,69.6,58.3,58.3,54,52.4,51.9
,5Å`9,219.4,145,101.8,70.7,57.6,44.7,34.2,26.6,22.2,22.6,14.3,13.5,9.2,10.3,9.4,8.5,7.9,7.9
,10Å`14,114.7,75,58.1,48.4,41.5,30,22.6,19.9,17.4,18.8,14.8,11.8,11.6,11,9.4,9.1,10,9.7
,15Å`19,246.8,147.4,131.9,91.7,109.4,86.5,70.7,69.8,62.7,55.4,45.2,36.4,30.4,27.7,27.2,26.7,26.7,25.1
,20Å`24,486.3,270.1,214,149.2,129,107,87,81.4,78.1,73.1,67.6,62.4,60.8,54.1,50.3,48.6,48.3,45.9
,25Å`29,563.1,284.5,228.5,162.2,144.8,103.5,90.7,80.7,72.3,73.3,66.8,70.1,66.2,59.4,55.6,54.8,50.5,50.4
,30Å`34,531.3,293.2,235.4,199.8,172.4,132.3,102.9,93.3,83.9,81.7,85.9,80.5,76,69.5,63.7,62.2,61.5,60.6
,35Å`39,594.7,345.6,294.9,260.1,252.2,194.2,159.8,131.9,121.1,113.5,114.5,113.1,98.8,85.8,82.4,81.4,78.7,77.7
,40Å`44,713,466.6,408.8,360,351.9,315.8,254,227.7,183.2,183.8,176.2,169.3,151.3,131.7,126.2,120.2,116.7,115.5
,45Å`49,948.3,713.6,627.7,566.8,499.1,458.8,438.2,371.7,317.9,295.2,296.2,275.6,238.2,204.5,198.3,192.1,189.6,181.7
,50Å`54,1355.7,1102.4,1021.6,892.5,795,654.2,632.7,624.6,505.2,498.6,464.7,448.1,384.5,335.6,322.4,319.7,305,303.1
,55Å`59,2082.2,1688,1673.4,1465.3,1316.7,1070.5,921.4,906.7,870.7,784.7,745,675.9,631.5,538,519,512.1,493.7,484.5
,60Å`64,3156.9,2724.3,2657.2,2483.4,2180.9,1720.9,1511.3,1314.9,1321.5,1311.6,1128.7,1046.2,934.9,903.7,864.4,838.9,814.9,807.7
,65Å`69,5155.5,4342.3,4291.3,4022.8,3741.9,2949,2531.1,2159.4,1948.7,2002.8,1818.3,1559.7,1460.9,1345.2,1307.1,1316.2,1346.1,1330
,70Å`74,7851.1,6986,6981.9,6641.2,6081.1,5045.4,4356.8,3707.7,3323.7,3154.7,2865.5,2637.3,2270.9,2104,2131.4,2111.7,2056.7,2020.5
,75Å`79,11443.8,10495.3,11348.4,10802,9813.4,8267.6,7553.8,6581,5793.4,5461.1,4561.5,4401.7,3959.4,3591.8,3454.9,3355.5,3323,3274.7
,80Å`84,17792.8,15182.6,17359.2,17517.4,15117.7,13470.6,12263.1,10799.1,10010.3,9484.5,8052.4,7328.5,7046.3,6482.1,6307.2,6125.9,6041.7,5926.1
,85Å`89,25886.5,22368,24231.7,25131.8,23239.7,20562.4,19034.3,18136.2,16535.9,15648.6,13163.8,12638.9,12030.9,11388.1,11340.8,11149.6,11086.9,10912.7
,90Å`94,41011.8,35271.9,35823.2,30164.6,29773.4,30858,29681.6,25429.3,26796,26734.7,22373.4,20217.3,20252.2,18861.7,19240.8,18776.1,18838.9,18580.7
,95Å`99,...,...,...,...,...,...,...,...,...,...,...,30937.2,31876.6,30679,31381.2,31761.2,32642.9,31290.8
,100Å`,...,...,...,...,...,...,...,...,...,...,...,46157.9,48813.8,42375,44767.4,44622.2,45411.1,44733.3
Deaths rates Female,Total,1032.8,722.8,692.2,643.1,619,574,561.8,562.7,602.8,664,679.5,772.3,869.2,951.5,970.2,987,1015.7,1040.3
,0Å`4Years,1906.6,1010.7,742.8,456.6,323.5,226.8,168.5,131.2,109.5,107.2,81.7,66.9,58.8,53.4,50.5,53.1,49.1,48.5
,5Å`9,195.6,112.2,76,44.3,36,27.1,21.1,15.3,14.7,15.2,10.3,8.6,8.1,7.2,7.7,6.3,5.6,6.3
,10Å`14,120.1,62.6,42.3,30.2,25.4,19.5,13.8,13.1,11.6,12.9,7.9,7.8,7.1,6.6,7.5,7,6.1,7.6
,15Å`19,248.6,107.2,79.1,43.7,44,33,26.8,23.7,23.6,22.9,18.7,18.4,16.4,12.6,13.2,12.1,12.2,14
,20Å`24,442.7,191.3,136.1,80.8,67.1,55.5,37.1,31.8,31,30.2,28.7,30.5,25.7,22.5,20.4,21.3,19.3,20.7
,25Å`29,505.9,225.2,155,105.2,85.1,61.5,48.8,40.7,34.5,32.8,32.7,32.2,29.2,28.9,26.9,25.5,24.8,24.2
,30Å`34,488.2,254.8,179.1,125.6,103,80.6,60.6,55.6,46.4,46.6,43.5,43.1,41.2,37,34.7,32.6,32.6,32
,35Å`39,525.6,301.7,225,169.3,141.9,111.6,90.8,76,69.8,63.5,61.5,60.2,56.5,51.7,48.1,49.1,44.4,45
,40Å`44,597.8,377.6,296.2,236,208.3,167,135,124.1,104.9,103.2,95.2,86.9,82.8,76.2,74.6,73,72.6,70.5
,45Å`49,744.1,525,449.7,368.2,310.6,252.2,211,184.6,166.2,162.1,149.6,135.8,125.7,118.5,114.8,111.9,110.8,111.9
,50Å`54,1022.6,769.3,663.1,556.9,476.5,392.6,325.1,289.7,247.6,246.8,225.6,214.9,194.1,179.9,175.2,180.1,168.6,169.4
,55Å`59,1439.8,1117.5,1004.1,852.2,748.1,590.4,486.3,414.9,371.7,353.7,319.7,297.4,279.7,263.5,246,248,240.3,240.3
,60Å`64,2204.1,1751.3,1586.1,1392.7,1215.9,948.6,783.9,663,570.8,548.9,464.9,430.7,389.6,390.6,373.2,359.6,352.1,350.6
,65Å`69,3568.2,2866.9,2666.1,2379.6,2094.6,1630.1,1344.4,1106.4,939.7,864.2,751.5,659,596.3,554,536.1,538.9,553.3,549.9
,70Å`74,5621.1,4843.1,4697.2,4187.7,3750.1,3036.7,2480.6,1998.4,1689.8,1513.4,1244.5,1130.4,980.2,890.2,903.1,896.7,850.5,845.3
,75Å`79,8713.9,7765.1,8231.2,7611.8,6724.1,5590,4738.6,3871.3,3201.6,2814.8,2265.4,1998,1787.9,1655.3,1604,1551,1513.6,1497.2
,80Å`84,14285.7,11982.3,13198.1,13493.9,11546,10227.3,8774.7,7165.7,6211.4,5429.7,4334.5,3870.6,3434.2,3272.6,3187.7,3115.1,3079.2,3039.3
,85Å`89,21739.4,18945.1,19706.4,20153.1,19258.1,16820,15114.3,13067.1,11759.2,10072.4,8184.7,7364.1,6909.3,6546.9,6501.1,6329,6328.2,6276.6
,90Å`94,32928.5,28149.7,31788.4,28134,28546.3,28499.9,26316.5,22490.8,21606,19574.7,16310,13480.3,13117.6,12875.4,12949.9,12628.5,12472.6,12355.2
,95Å`99,...,...,...,...,...,...,...,...,...,...,...,22176.4,23811.6,22524.9,23819.9,23635.1,24326.9,23598.9
,100Å`,...,...,...,...,...,...,...,...,...,...,...,36310.6,38518,39258.8,39489.8,39324.6,40203.4,40496.7
Hi01 Tuberculosis,,,,,,,,,,,,,,,,,,,
Deaths Total,Total,121769,46735,31959,22366,15899,10567,6439,4692,3664,3178,2656,2296,2129,2100,1956,1893,2306,2204
,0Å`4Years,7079,1458,407,117,63,22,8,3,-,1,1,-,-,-,-,1,-,-
,5Å`9,2958,646,158,34,14,3,-,-,1,-,-,-,-,-,-,-,-,-
,10Å`14,2422,601,195,52,14,3,-,-,-,-,1,-,-,-,-,-,-,-
,15Å`19,9764,1570,433,122,41,13,3,2,1,-,-,-,-,-,1,-,-,-
,20Å`24,19643,3647,1024,327,122,39,14,3,7,5,1,2,1,1,-,-,-,-
,25Å`29,18123,5446,2069,672,210,79,28,12,8,4,4,2,1,-,1,1,1,-
,30Å`34,12806,4972,2825,1196,433,142,57,21,19,16,9,5,4,1,1,2,1,-
,35Å`39,11081,3973,2847,1711,781,282,114,45,33,18,17,6,9,2,4,4,1,-
,40Å`44,8831,3854,2548,1777,1059,508,203,102,63,40,22,7,7,10,6,3,8,1
,45Å`49,7400,3793,2732,1630,1118,725,348,169,111,81,55,27,14,5,14,8,9,8
,50Å`54,6390,3752,2860,1963,1210,765,519,293,174,135,101,61,23,13,7,14,14,9
,55Å`59,5429,3548,3075,2244,1480,889,554,421,245,181,147,112,53,25,20,12,16,20
,60Å`64,4439,3337,3107,2588,1826,1121,620,481,373,283,141,90,77,60,43,30,41,32
,65Å`69,3020,2884,2934,2661,2383,1474,939,588,475,384,242,138,104,82,70,86,73,63
,70Å`74,1570,1975,2504,2423,2304,1713,1032,719,528,490,367,203,158,141,107,89,129,102
,75Å`79,593,960,1568,1814,1634,1542,1062,866,638,524,421,415,272,233,199,185,214,199
,80Å`84,160,257,537,801,867,861,658,606,582,526,496,515,483,436,376,359,432,403
,85Å`89,28,44,118,207,281,306,215,283,282,339,376,400,518,597,574,534,647,658
,90Å`94,10,16,17,24,48,62,61,64,96,122,195,232,287,370,398,413,519,521
,95Å`99,1,1,1,2,2,4,1,7,15,20,46,67,102,107,117,138,178,162
,100Å`,-,-,-,-,-,1,1,-,1,-,9,9,13,15,17,12,20,25
,Not stated,22,1,-,1,9,13,2,7,12,9,5,5,3,2,1,2,3,1
Deaths Male,Total,65089,26601,19769,14781,10914,7406,4715,3442,2745,2267,1876,1579,1338,1251,1169,1134,1423,1302
,0Å`4Years,3548,717,199,66,25,10,4,-,-,-,-,-,-,-,-,1,-,-
,5Å`9,1393,337,75,20,6,2,-,-,1,-,-,-,-,-,-,-,-,-
,10Å`14,854,240,88,22,11,1,-,-,-,-,1,-,-,-,-,-,-,-
,15Å`19,4119,658,207,66,25,5,2,-,-,-,-,-,-,-,-,-,-,-
,20Å`24,9765,1701,440,146,69,19,7,3,6,3,-,2,1,1,-,-,-,-
,25Å`29,8911,2736,1012,308,97,44,15,6,5,4,2,1,1,-,1,1,1,-
,30Å`34,6462,2444,1483,656,227,72,37,17,13,10,6,3,4,-,-,2,-,-
,35Å`39,6168,2056,1510,954,457,170,63,25,22,15,16,5,8,2,2,2,1,-
,40Å`44,5348,2229,1432,1028,628,324,136,72,51,33,20,4,5,8,5,-,6,-
,45Å`49,4642,2395,1691,1027,693,475,247,125,93,76,54,25,11,5,14,8,7,8
,50Å`54,4111,2501,1935,1343,788,529,388,218,142,117,91,52,18,10,7,12,13,8
,55Å`59,3508,2373,2155,1640,1068,622,397,315,199,142,137,103,48,20,13,12,15,18
,60Å`64,2873,2246,2206,1902,1375,829,458,353,284,219,112,78,67,54,38,24,37,30
,65Å`69,1938,1928,2103,1974,1827,1096,710,429,354,276,188,107,74,62,59,74,65,47
,70Å`74,987,1284,1778,1730,1670,1266,807,554,395,352,273,151,112,98,81,69,105,79
,75Å`79,335,581,1050,1251,1174,1108,806,659,494,361,304,285,179,151,135,127,151,123
,80Å`84,92,144,331,507,586,600,457,427,428,347,315,354,306,252,242,214,287,265
,85Å`89,12,21,67,124,155,184,142,180,184,222,228,237,291,343,321,314,374,394
,90Å`94,6,9,7,15,23,32,36,46,58,67,100,128,150,194,198,211,276,254
,95Å`99,1,-,-,1,2,4,-,6,3,14,22,38,53,48,48,58,77,63
,100Å`,-,-,-,-,-,1,1,-,1,-,2,1,7,1,5,4,5,12
,Not stated,16,1,-,1,8,13,2,7,12,9,5,5,3,2,-,1,3,1
Deaths Female,Total,56680,20134,12190,7585,4985,3161,1724,1250,919,911,780,717,791,849,787,759,883,902
,0Å`4Years,3531,741,208,51,38,12,4,3,-,1,1,-,-,-,-,-,-,-
,5Å`9,1565,309,83,14,8,1,-,-,-,-,-,-,-,-,-,-,-,-
,10Å`14,1568,361,107,30,3,2,-,-,-,-,-,-,-,-,-,-,-,-
,15Å`19,5645,912,226,56,16,8,1,2,1,-,-,-,-,-,1,-,-,-
,20Å`24,9878,1946,584,181,53,20,7,-,1,2,1,-,-,-,-,-,-,-
,25Å`29,9212,2710,1057,364,113,35,13,6,3,-,2,1,-,-,-,-,-,-
,30Å`34,6344,2528,1342,540,206,70,20,4,6,6,3,2,-,1,1,-,1,-
,35Å`39,4913,1917,1337,757,324,112,51,20,11,3,1,1,1,-,2,2,-,-
,40Å`44,3483,1625,1116,749,431,184,67,30,12,7,2,3,2,2,1,3,2,1
,45Å`49,2758,1398,1041,603,425,250,101,44,18,5,1,2,3,-,-,-,2,-
,50Å`54,2279,1251,925,620,422,236,131,75,32,18,10,9,5,3,-,2,1,1
,55Å`59,1921,1175,920,604,412,267,157,106,46,39,10,9,5,5,7,-,1,2
,60Å`64,1566,1091,901,686,451,292,162,128,89,64,29,12,10,6,5,6,4,2
,65Å`69,1082,956,831,687,556,378,229,159,121,108,54,31,30,20,11,12,8,16
,70Å`74,583,691,726,693,634,447,225,165,133,138,94,52,46,43,26,20,24,23
,75Å`79,258,379,518,563,460,434,256,207,144,163,117,130,93,82,64,58,63,76
,80Å`84,68,113,206,294,281,261,201,179,154,179,181,161,177,184,134,145,145,138
,85Å`89,16,23,51,83,126,122,73,103,98,117,148,163,227,254,253,220,273,264
,90Å`94,4,7,10,9,25,30,25,18,38,55,95,104,137,176,200,202,243,267
,95Å`99,-,1,1,1,-,-,1,1,12,6,24,29,49,59,69,80,101,99
,100Å`,-,-,-,-,-,-,-,-,-,-,7,8,6,14,12,8,15,13
,Not stated,6,-,-,-,1,-,-,-,-,-,-,-,-,-,1,1,-,-
Death rates Total,Total,146.4,52.3,34.2,22.8,15.4,9.5,5.5,3.9,3,2.6,2.1,1.8,1.7,1.7,1.6,1.5,1.9,1.8
,0Å`4Years,63.2,15.8,5.2,1.4,0.7,0.2,0.1,0,-,0,0,-,-,-,-,0,-,-
,5Å`9,31.1,5.9,1.7,0.4,0.2,0,-,-,0,-,-,-,-,-,-,-,-,-
,10Å`14,27.8,6.3,1.8,0.6,0.2,0,-,-,-,-,0,-,-,-,-,-,-,-
,15Å`19,114,18.2,4.7,1.1,0.5,0.2,0,0,0,-,-,-,-,-,0,-,-,-
,20Å`24,254.3,43.4,12.3,3.6,1.2,0.4,0.2,0,0.1,0.1,0,0,0,0,-,-,-,-
,25Å`29,293,71.6,25.2,8,2.3,0.7,0.3,0.2,0.1,0,0,0,0,-,0,0,0,-
,30Å`34,246.2,81.3,37.6,14.5,5.2,1.5,0.5,0.2,0.2,0.2,0.1,0.1,0,0,0,0,0,-
,35Å`39,219.5,77.7,47.2,22.8,9.6,3.4,1.2,0.4,0.4,0.2,0.2,0.1,0.1,0,0,0.1,0,-
,40Å`44,197,77.9,50.8,29.8,14.5,6.2,2.4,1.1,0.6,0.4,0.3,0.1,0.1,0.1,0.1,0,0.1,0
,45Å`49,184.8,86.9,56.7,33.1,19.1,9.9,4.3,2.1,1.2,0.8,0.6,0.4,0.2,0.1,0.2,0.1,0.1,0.1
,50Å`54,188.6,97.5,68.1,42.1,25.3,13.3,7.2,3.7,2.2,1.5,1,0.7,0.3,0.2,0.1,0.2,0.2,0.1
,55Å`59,197.5,110.7,84.5,56.1,33.6,19.1,9.9,6,3.2,2.3,1.7,1.1,0.6,0.3,0.3,0.2,0.2,0.3
,60Å`64,192.7,133.7,106,77.4,49.2,26.3,14,9,5.5,3.8,1.8,1.1,0.8,0.7,0.5,0.4,0.5,0.4
,65Å`69,170.6,146.6,135.8,103.9,80.1,42.9,23.8,14.1,9.3,6,3.4,1.9,1.3,0.9,0.7,0.8,0.7,0.7
